Rank	Ragione sociale	Partita IVA	P.IVA valida	Codice fiscale	CCIAA	N. REA	Forma giuridica	Indirizzo sede legale	CAP	Comune	Prov.	Regione	Capitale sociale (€)	ATECO	Attività (ATECO)	Settore	Data iscrizione	Stato attività	Fatturato (€)	Anno bilancio	Dipendenti	PEC	VIES	Denominazione VIES	Indirizzo VIES	Fonte dati anagrafici	Fonte classifica
178	ALPERIA TRADING S.R.L.	03008510210	SI	03008510210	BZ	224069	Societa' a Responsabilita' Limitata	Via Dodiciville 8	39100	Bolzano	BZ	Trentino-Alto Adige	10000000	35.15	Commercio di energia elettrica	Energia	09/10/2018	Attiva	1556703900	2024	37	trading@pec.alperia.eu	SI	ALPERIA TRADING SRL	VIA DODICIVILLE 8 39100 BOLZANO .BOZEN. BZ	https://www.aziende.it/alperia-trading-srl	monitoraitalia.it
179	ALPHA TRADING S.P.A.	11879090154	SI	02677440105	MI	1503124	SOCIETA' PER AZIONI	Piazza Della Repubblica 26	20124	Milano	MI	Lombardia	25000000	46.81	Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati	Petrolchimica	30/04/1996	Attiva	1555691400	2024	66	alphatrading@pec.alphatrading.it	SI	ALPHA TRADING S.P.A.	PIAZZA DELLA REPUBBLICA 26, 20124 MILANO MI	https://www.aziende.it/alpha-trading-s-p-a	monitoraitalia.it
180	UNILEVER ITALIA MKT. OPERATIONS S.R.L. - FATTA PRECISAZIONE CHE DETTA DENOMINAZIONE POTRA ESSERE SCRITTA CON O SENZA IL PUNTO DOPO LA PAROLA MKT	06397510964	SI	06397510964		1222746	SOCIETA' A RESPONSABILITA' LIMITATA	VIA PAOLO DI DONO 3/A	00142	ROMA	RM	Lazio	25000000	469		Manifatturiero	01/01/2009	Attiva	1550360900	2024			SI	UNILEVER ITALIA MKT OPERATIONS S.R.L.	VIA PAOLO DI DONO 3/A 00142 ROMA RM	https://www.ufficiocamerale.it/7372/unilever-italia-mkt-operations-srl-fatta-precisazione-che-dett-a-denominazione-potra-essere-scritta-con-o-senza-il-punto-dopo-la-parola-mkt	monitoraitalia.it
181	IPERAL SUPERMERCATI S.P.A.	11023300962	SI	11023300962	SO	77908	SOCIETA' PER AZIONI	Via La Rosa 354	23010	Piantedo	SO	Lombardia	12000000	47.11.02	Commercio al dettaglio non specializzato con prevalenza di altri prodotti alimentari, bevande o tabacchi	Commercio	01/01/2020	Attiva	1545442700	2024	4990	iperalsupermercati@legalmail.it	SI	IPERAL SUPERMERCATI S.P.A.	VIA LA ROSA 354 23010 PIANTEDO SO	https://www.aziende.it/iperal-supermercati-s-p-a	monitoraitalia.it
182	DHL EXPRESS (ITALY) S.R.L.	04209680158	SI	04209680158	MI	996661	SOCIETA' A RESPONSABILITA' LIMITATA	Via Lombardia 2/a Loc San Bovio	20068	Peschiera Borromeo	MI	Lombardia	2500000	52.29.1	Spedizionieri e agenzie di operazioni doganali	Trasporti	14/06/1979	Attiva	1543871700	2024			SI	DHL EXPRESS (ITALY) SRL	VIA LOMBARDIA 2/A LOC SAN BOVIO 20068 PESCHIERA BORROMEO MI	https://www.aziende.it/dhl-express-italy-s-r-l	monitoraitalia.it
183	RETI TELEVISIVE ITALIANE S.P.A.. ED IN FORMA ABBREVIATA R.T.I. S.P.A.	03976881007	SI	06921720154		719963	SOCIETA' PER AZIONI	Viale Europa 46	20093	Cologno Monzese	MI	Lombardia	500000007	601	Attivita' di trasmissione radiofonica e distribuzione di audio	Telecomunicazioni	14/01/1983	Attiva	1541705800	2024	2277		SI	RTI SPA	VIALE EUROPA 46 20093 COLOGNO MONZESE MI	https://www.ufficiocamerale.it/3856/reti-televisive-italiane-spa-ed-in-forma-abbreviata-rti-sp-a	monitoraitalia.it
184	IRIS MOBILI - S.R.L.	06888411003	SI	06888411003	RM	996266	SOCIETA' A RESPONSABILITA' LIMITATA	Via Gregorio Vii 474	00165	Roma	RM	Lazio	112500	47.55.1	Commercio al dettaglio di mobili per la casa	Manifatturiero	24/06/2004	Attiva	1534041500	2024	4318	mc.iris@pec.it	SI	IRIS MOBILI - S.R.L.	VIA GREGORIO VII 474 00165 ROMA RM	https://www.aziende.it/iris-mobili-s-r-l	monitoraitalia.it
185	MARCEGAGLIA SPECIALTIES S.P.A.	02466230204	SI	02466230204	MN	255217	SOCIETA' PER AZIONI	Via Bresciani 16	46040	Gazoldo degli Ippoliti	MN	Lombardia	131100000	24.20.2	Fabbricazione di tubi e condotti saldati e simili	Manifatturiero	01/11/2015	Attiva	1530202700	2024	594	specialties@pec.marcegaglia.com	SI	MARCEGAGLIA SPECIALTIES SPA	VIA BRESCIANI 16 46040 GAZOLDO DEGLI IPPOLITI MN	https://www.aziende.it/marcegaglia-specialties-s-p-a	monitoraitalia.it
186	COOPERATIVA ESERCENTI FARMACIA SOC. COOP. A R.L. CON SIGLA CEF	00272680174	SI	00272680174		52900	SOCIETA' COOPERATIVA	VIA ACHILLE GRANDI 18	25125	BRESCIA	BS	Lombardia	34077609	46461	Commercio all'ingrosso di prodotti farmaceutici di base e di preparati farmaceutici	Commercio	11/02/1935	Attiva	1529261300	2024	447		SI	COOPERATIVA ESERCENTI FARMACIA SOC. COOP. A R.L. CON SIGLA C	VIA A GRANDI 18 25125 BRESCIA BS	https://www.ufficiocamerale.it/5057/cooperativa-esercenti-farmacia-soc-coop-a-rl-con-sigla-cef	monitoraitalia.it
187	CANDY HOOVER GROUP S.R.L.	00786860965	SI	04666310158	MB	1033934	Societa' a Responsabilita' Limitata	Via Comolli N 57	20861	Brugherio	MB	Lombardia	35000000	27.51	Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche	Manifatturiero	14/03/1980	Attiva	1528632000	2024	899	candyhoovergroupsrl@legalmail.it	SI	CANDY HOOVER GROUP SRL	VIA COMOLLI N 57 20861 BRUGHERIO MB	https://www.aziende.it/candy-hoover-group-s-r-l	monitoraitalia.it
188	OVS S.P.A.	04240010274	SI	04240010274	VE	378007	SOCIETA' PER AZIONI	Via Terraglio 17	30174	Venezia	VE	Veneto	290923470	47.12	Commercio al dettaglio non specializzato di altri prodotti	Manifatturiero	01/08/2014	Attiva	1526336800	2024	8273	ovs@pec.ovs.it	SI	OVS S.P.A.	VIA TERRAGLIO 17 30174 VENEZIA VE	https://www.aziende.it/ovs-spa	monitoraitalia.it
189	MANPOWER S.R.L.	11947650153	SI	11947650153		1513904	SOCIETA' A RESPONSABILITA' LIMITATA	VIA GIOACCHINO ROSSINI 6/8	20122	MILANO	MI	Lombardia	40000000	782		Altri servizi	23/12/1997	Attivo	1520562400	2024			NO			https://www.ufficiocamerale.it/4238/manpower-srl	monitoraitalia.it
190	DALMINE S.P.A.	02149710168	SI	00680620150	BG	122	SOCIETA' PER AZIONI	Piazza Caduti 6 Luglio 1944 N 1	24044	Dalmine	BG	Lombardia	108214327	24.20.1	Fabbricazione di tubi e condotti senza saldatura	Manifatturiero	09/02/2016	Attiva	1519207800	2024	2094	tenarisdalmine@pec.dalminespa.it	SI	DALMINE S.P.A.	PIAZZA CADULI 6 LUGLIO 1944 N 1 24044 DALMINE BG	https://www.aziende.it/dalmine-s-p-a	monitoraitalia.it
191	SUPERMERCATI TOSANO CEREA S.R.L.	01286680234	SI	01286680234	VR	172058	SOCIETA' A RESPONSABILITA' LIMITATA	Via Palesella 1	37053	Cerea	VR	Veneto	10000000	47.11	Commercio al dettaglio in esercizi non specializzati con prevalenza di prodotti alimentari e bevande	Commercio		Attiva	1513728500	2024	5407	supermercatitosano@pec.it	SI	SUPERMERCATI TOSANO CEREA SRL	VIA PALESELLA 1 37053 CEREA VR	https://www.aziende.it/supermercati-tosano-cerea-s-r-l	monitoraitalia.it
192	BANCA POPOLARE DI SONDRIO SOCIETA' PER AZIONI	00053810149	SI	00053810149		3167	SOCIETA' PER AZIONI	PIAZZA GIUSEPPE GARIBALDI 16	23100	SONDRIO	SO	Lombardia	1360157331	64191	Altre intermediazioni monetarie fornite da istituti monetari diversi dalla banca centrale	Finanza	03/01/2018		1510000000	2024	3159		NO			https://www.ufficiocamerale.it/9683/banca-popolare-di-sondrio-societa-cooperativa-per-azioni	monitoraitalia.it
193	DOLOMITI ENERGIA TRADING S.P.A.	03027910235	SI	03027910235	TN	223573	SOCIETA' PER AZIONI	Via Fersina 23	38123	Trento	TN	Trentino-Alto Adige	2478429	35.15	Commercio di energia elettrica	Energia	05/03/2011	Attiva	1509800200	2024	28	info.trading@cert.dolomitienergia.it	SI	DOLOMITI ENERGIA TRADING SPA	VIA FERSINA 23 38123 TRENTO TN	https://www.aziende.it/dolomiti-energia-trading-s-p-a	monitoraitalia.it
194	SANOFI S.R.L. A SOCIO UNICO	00832400154	SI		MI	264689	SOCIETA' A RESPONSABILITA' LIMITATA	Viale Luigi Bodio 37/b	20158	Milano	MI	Lombardia	202279195	21.20.09	Fabbricazione di medicinali ed altri preparati farmaceutici	Manifatturiero	04/08/1938	Attiva	1508161400	2024	1463	sanofi@pec.it	SI	SANOFI SRL A SOCIO UNICO	VIALE LUIGI BODIO 37/B, 20158 MILANO MI	https://www.aziende.it/sanofi-s-r-l	monitoraitalia.it
195	ALSTOM FERROVIARIA S.P.A.	02791070044	SI	07984290010	CN	236229	SOCIETA' PER AZIONI	Via Ottavio Moreno 23	12038	Savigliano	CN	Piemonte	240000000	30.2	COSTRUZIONE DI LOCOMOTIVE E DI MATERIALE ROTABILE FERRO-TRANVIARIO	Manifatturiero	18/10/2000	Attiva	1483096800	2024	3193	alstomferroviaria.pec@actaliscertymail.it	SI	ALSTOM FERROVIARIA S.P.A.	VIA OTTAVIO MORENO 23 12038 SAVIGLIANO CN	https://www.aziende.it/alstom-ferroviaria-s-p-a	monitoraitalia.it
196	LUXOTTICA S.R.L.	00064820251	SI	00064820251	BL	31933	Societa' a Responsabilita' Limitata	Via Leonardo Del Vecchio 1	32021	Agordo	BL	Veneto	10100000	32.50.4	Fabbricazione di lenti oftalmiche	Manifatturiero	01/06/1961	Attiva	1457818600	2024	8984	luxotticasrl@legalmail.it	SI	LUXOTTICA S.R.L.	VIA LEONARDO DEL VECCHIO 1, 32021 AGORDO BL	https://www.aziende.it/luxottica-s-r-l	monitoraitalia.it
197	FEDEX EXPRESS ITALY S.R.L.	09399880153	SI	01273040129				VIA ALTIERO SPINELLI 1	20068	PESCHIERA BORROMEO	MI	Lombardia				Trasporti			1456944500	2024			SI	FEDEX EXPRESS ITALY SRL	VIA ALTIERO SPINELLI 1 20068 PESCHIERA BORROMEO MI	https://www.fedex.com/it-it/terms-of-use.html	monitoraitalia.it
198	AGORA' NETWORK SOCIETA' CONSORTILE A R.L	13211090157	SI	13211090157	MI	1625886	SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA	Via Bernina 12	20158	Milano	MI	Lombardia	3000000	46.19.04	Gruppi di acquisto; mandatari agli acquisti; buyer	Commercio	01/10/2000	Attiva	1455975300	2024			SI	AGORA' NETWORK S.C.A.R.L.	VIA BERNINA N 12 20158 MILANO MI	https://www.aziende.it/agora-network-societa-consortile-a-r-l	monitoraitalia.it
199	DECATHLON ITALIA S.R.L.	11005760159	SI	11005760159	MB	1370021	Societa' a Responsabilita' Limitata	Viale Valassina 268	20851	Lissone	MB	Lombardia	12500000	47.63.2	Commercio al dettaglio di biciclette e altre attrezzature sportive	Commercio	01/01/1995	Attiva	1455012200	2024	7928	decathlonitalia@pec.it	SI	DECATHLON ITALIA S.R.L.	VIALE VALASSINA 268 20851 LISSONE MB	https://www.aziende.it/decathlon-italia-s-r-l	monitoraitalia.it
200	LUKOIL ITALIA S.R.L.	10246551005	SI	10246551005	RM	1220274	Societa' a Responsabilita' Limitata con Unico Socio	Via Leonida Bissolati 20	00187	Roma	RM	Lazio	10000	46.81	Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati	Petrolchimica	31/03/2009	Attiva	1449487100	2024	20	amministrazione@pec.lukoilitalia.it	SI	LUKOIL ITALIA S.R.L.	VIA LEONIDA BISSOLATI 20, 00187 ROMA RM	https://www.aziende.it/lukoil-italia-s-r-l	monitoraitalia.it
201	NOVARTIS FARMA S.P.A. CON SOCIO UNICO	02385200122	SI	07195130153	VA	252021	Società per Azioni	Viale Luigi Sturzo 43	20154	Milano	MI	Lombardia	18200000	21.1	Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici	Manifatturiero	24/11/1983	Attiva	1447724000	2024	1602	novartisfarma@legalmail.it	SI	NOVARTIS FARMA SPA CON SOCIO UNICO	VIALE LUIGI STURZO 43, 20154 MILANO MI	https://www.aziende.it/novartis-farma-spa	monitoraitalia.it
202	SPAM S.R.L.. - SERVICES POUR L'ACTIVITE MINIERE	02107060515	SI	02107060515		162233	SOCIETA' A RESPONSABILITA' LIMITATA	LOCALITA' CECILIANO LA CHIANICELLA 27	52100	AREZZO	AR	Toscana	55000	32122	Fabbricazione di gioielli e articoli di oreficeria in metalli preziosi	Manifatturiero	05/02/2018	Attiva	1443004100	2024	6		SI	SPAM SRL	VIA LA CHIANICELLA 27 52100 AREZZO AR	https://www.ufficiocamerale.it/7058/spam-srl-services-pour-lactivite-miniere	monitoraitalia.it
203	IPLOM S.P.A.	11616440159	SI	02242120109	GE	258932	SOCIETA' PER AZIONI	Via Carlo Navone 3/b	16012	Busalla	GE	Liguria	85000000	19.20.1	FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO	Petrolchimica	01/01/1981	Attiva	1442958600	2024	261	iplomspa@legalmail.it	SI	IPLOM S.P.A.	VIA CARLO NAVONE 3/B 16012 BUSALLA GE	https://www.aziende.it/iplom-s-p-a	monitoraitalia.it
204	GIORGIO ARMANI S.P.A.	02342990153	SI	02342990153	MI	919502	SOCIETA' PER AZIONI	Via Borgonuovo 11	20121	Milano	MI	Lombardia	10000000	74.11	Attivita' di progettazione di prodotti industriali e di moda	Manifatturiero	24/07/1975	Attiva	1440274100	2024	1105	amministrazione.ga@pec.giorgioarmani.it	SI	GIORGIO ARMANI S.P.A.	VIA BORGONUOVO 11 20121 MILANO MI	https://www.aziende.it/giorgio-armani-s-p-a	monitoraitalia.it
205	STELLANTIS &YOU ITALIA S.P.A.	07016530011	SI	07016530011	TO	829989	SOCIETA' PER AZIONI	Corso Giovanni Agnelli 200	10135	Torino	TO	Piemonte	5000000	47	COMMERCIO AL DETTAGLIO (ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI)	Manifatturiero	01/02/2003	Attiva	1436010300	2024	852	stellantisandyouitalia@pec.fcagroup.com	SI	STELLANTIS &YOU ITALIA S.P.A.	C SO G AGNELLI 200 10135 TORINO TO	https://www.aziende.it/stellantis-you-italia-s-p-a	monitoraitalia.it
206	ALPERIA SMART SERVICES S.R.L.	01745520211	SI	01745520211	BZ	161225	SOCIETA' A RESPONSABILITA' LIMITATA	Via Dodiciville 8	39100	Bolzano	BZ	Trentino-Alto Adige	11100000	35.15	Commercio di energia elettrica	Energia	04/01/2000	Attiva	1415572400	2024	215	smartservices@pec.alperia.eu	SI	ALPERIA SMART SERVICES SRL	VIA DODICIVILLE 8 39100 BOLZANO .BOZEN. BZ	https://www.aziende.it/alperia-smart-services-srl	monitoraitalia.it
207	IN'S MERCATO S.P.A.	02896940273	SI		VE	236782	SOCIETA' PER AZIONI	Via Ist S Maria Della Pieta' 6	30173	Venezia	VE	Veneto	2863800	47.11.02	Commercio al dettaglio non specializzato con prevalenza di altri prodotti alimentari, bevande o tabacchi	Commercio	17/06/1994	Attiva	1412818000	2024	4183	insmercato@pec.insmercato.it	SI	IN'S MERCATO S.P.A.	VIA IST S MARIA DELLA PIETA' 6 30173 VENEZIA VE	https://www.aziende.it/in-s-mercato-s-p-a	monitoraitalia.it
208	I.M.A. INDUSTRIA MACCHINE AUTOMATICHE S.P.A.	00500931209	SI	00307140376		149288		VIA EMILIA 428-442	40064	OZZANO DELL'EMILIA	BO	Emilia-Romagna	22470504.68			Manifatturiero			1405540200	2024			SI	I.M.A. INDUSTRIA MACCHINE AUTOMATICHE S.P.A.	VIA EMILIA 428-442 40064 OZZANO DELL'EMILIA BO	https://imagroup.com/	monitoraitalia.it
209	ALPITOUR S.P.A.	02486000041	SI	02933920015	TO	908257	Società per Azioni	Via Ernesto Lugaro 15	10126	Torino	TO	Piemonte	91262014	79.12	Attività dei tour operator	Altri servizi	17/06/1985	Attiva	1403805500	2024	1225	alpitour@awcert.it	SI	ALPITOUR SPA	VIA ERNESTO LUGARO 15 10126 TORINO TO	https://www.aziende.it/alpitour-s-p-a	monitoraitalia.it
210	AMAZON ITALIA TRANSPORT S.R.L.	09598330968	SI	09598330968	MI	2100932	SOCIETA' A RESPONSABILITA' LIMITATA	Viale Monte Grappa 3/5	20124	Milano	MI	Lombardia	10000	52.25.09	Altri servizi di logistica	Trasporti	01/12/2016	Attiva	1400040000	2024	4152	amazonitaliatransport@legalmail.it	SI	AMAZON ITALIA TRANSPORT S.R.L.	VIALE MONTE GRAPPA 3/5 20124 MILANO MI	https://www.aziende.it/amazon-italia-transport-s-r-l	monitoraitalia.it
211	CONAD CENTRO NORD SOC. COOP.VA	01751820356	SI	01751820356	RE	220500	SOCIETA' COOPERATIVA	Via Kennedy 5	42040	Campegine	RE	Emilia-Romagna	54207461	46.19.04	Gruppi di acquisto; mandatari agli acquisti; buyer	Commercio	01/01/1999	Attiva	1383344600	2024			SI	CONAD CENTRO NORD SOC. COOP.VA	VIA KENNEDY 5 42040 CAMPEGINE RE	https://www.aziende.it/conad-centro-nord-societa-cooperativa	monitoraitalia.it
212	CEREAL DOCKS S.P.A.	02218040240	SI	02218040240	VI	215209	SOCIETA' PER AZIONI	Via Dell'innovazione 1	36043	Camisano Vicentino	VI	Veneto	10000000	10.41.2	Produzione di olio raffinato o grezzo da semi oleosi o frutti oleosi prevalentemente non di produzione propria	Manifatturiero	10/10/1991	Attiva	1379653900	2024	215	cerealdocksspa@pec.resnova.it	SI	CEREAL DOCKS S.P.A.	VIA DELL'INNOVAZIONE 1 36043 CAMISANO VICENTINO VI	https://www.aziende.it/cereal-docks-s-p-a	monitoraitalia.it
213	ENI GLOBAL ENERGY MARKETS S.P.A.	11076280962	SI	11076280962	RM	1609166	SOCIETA' PER AZIONI	Piazzale Enrico Mattei 1	00144	Roma	RM	Lazio	41233720	35.23	Commercio di gas distribuito mediante condotte	Altri servizi	01/01/2021	Attiva	1374890900	2024	13	eniglobalenergymarkets@pec.eni.com	SI	ENI GLOBAL ENERGY MARKETS SPA	PIAZZALE ENRICO MATTEI 1 00144 ROMA RM	https://www.aziende.it/eni-global-energy-markets-s-p-a	monitoraitalia.it
214	SONEPAR ITALIA S.P.A.	00825330285	SI	00825330285	PD	155585	SOCIETA' PER AZIONI	Riviera Maestri Del Lavoro 24	35127	Padova	PD	Veneto	28000000	46.47.3	Commercio all'ingrosso di articoli per l'illuminazione; materiale elettrico vario per uso domestico	Commercio	05/09/1979	Attiva	1366759200	2024	1816	soneparitalia@legalmail.it	SI	SONEPAR ITALIA S.P.A.	RIVIERA MAESTRI DEL LAVORO 24 35127 PADOVA PD	https://www.aziende.it/sonepar-italia-s-p-a	monitoraitalia.it
215	ALI' S.P.A.. (SOCIO UNICO)	00348980285	SI	00348980285	PD	119674	SOCIETA' PER AZIONI	Via Olanda 2	35127	Padova	PD	Veneto	20000000	47.11.02	Commercio al dettaglio non specializzato con prevalenza di altri prodotti alimentari, bevande o tabacchi	Commercio	06/11/2008	Attiva	1365197000	2024	4977	alispa@legalmail.it	SI	ALI' S.P.A. (SOCIO UNICO)	VIA OLANDA 2 35127 PADOVA PD	https://www.aziende.it/ali-s-p-a	monitoraitalia.it
216	DIMAR S.P.A.	00294760046	SI	00294760046	CN	95819	SOCIETA' PER AZIONI	Via Cuneo 34 - Frazione Roreto	12062	Cherasco	CN	Piemonte	153000	46.9	COMMERCIO ALL'INGROSSO NON SPECIALIZZATO	Commercio	20/05/1975	Attiva	1359867600	2024	4463	dimarspa@pec.it	SI	DIMAR S.P.A.	VIA CUNEO 34 - FRAZIONE RORETO 12062 CHERASCO CN	https://www.aziende.it/dimar-s-p-a	monitoraitalia.it
217	DANIELI & C. OFFICINE MECCANICHE S.P.A.. IN FORMA ABBREVIATA ANCHE DANIELI & C. S.P.A.	00167460302	SI	00167460302		84904	SOCIETA' PER AZIONI	VIA NAZIONALE 41	33042	BUTTRIO	UD	Friuli-Venezia Giulia	81304566	2891		Manifatturiero	27/03/1962	Attiva	1345043100	2024			SI	DANIELI & C. OFFICINE MECCANICHE S.P.A. IN FORMA ABBREVIATA	VIA NAZIONALE 41 33042 BUTTRIO UD	https://www.ufficiocamerale.it/4154/danieli-c-officine-meccaniche-spa-in-forma-abbreviata-anche-danieli-c-spa	monitoraitalia.it
218	CASILLO SOCIETA' PER AZIONI	00252860721	SI	00252860721		34452	SOCIETA' PER AZIONI	VIA SANT ELIA ZONA INDUSTRIALE	70033	CORATO	BA	Puglia	101401800	106111		Manifatturiero	01/12/2020		1341024600	2024			SI	CASILLO SOCIETA' PER AZIONI	VIA SANT'ELIA ZONA INDUSTRIALE 70033 CORATO BA	https://www.ufficiocamerale.it/8938/molino-casillo-societa-per-azioni	monitoraitalia.it
219	SERVIZI IN RETE 2001 S.R.L.	09251361003	SI	09251361003	RM	1150834	SOCIETA' A RESPONSABILITA' LIMITATA	Via Leopoldo Serra 32	00153	Roma	RM	Lazio	25000000	82.99.99	Altri servizi di sostegno alle imprese nca	Commercio	18/12/2006	Attiva	1336008800	2024	55	serviziinrete2001@pec.tabaccai.it	SI	SERVIZI IN RETE 2001 S.R.L.	VIA LEOPOLDO SERRA 32 00153 ROMA RM	https://www.aziende.it/servizi-in-rete-2001-s-r-l	monitoraitalia.it
220	ALPIQ ENERGIA ITALIA S.P.A.	12930940155	SI	12930940155	MI	1597456	Società per Azioni	Via Marostica 1	20146	Milano	MI	Lombardia	13000000	35.1	PRODUZIONE, TRASMISSIONE E DISTRIBUZIONE DI ENERGIA ELETTRICA	Energia	28/08/2001	Attiva	1328351100	2024	119	alpiqenergia@pec.alpiq.com	SI	ALPIQ ENERGIA ITALIA SPA	VIA MAROSTICA 1 20146 MILANO MI	https://www.aziende.it/alpiq-energia-italia-s-p-a	monitoraitalia.it
221	JANSSEN-CILAG S.P.A.	02707070963	SI	00962280590	MI	1454254	SOCIETA' PER AZIONI	Viale Fulvio Testi 280/6	20126	Milano	MI	Lombardia	25000000	46.46	Commercio all'ingrosso di prodotti farmaceutici	Manifatturiero	01/01/1983	Attiva	1324935600	2024	1429	janssen@pec.actalis.it	SI	JANSSEN-CILAG SPA	VIALE FULVIO TESTI 280/6 20126 MILANO MI	https://www.aziende.it/janssen-cilag-s-p-a	monitoraitalia.it
222	CCI COLATACONTINUAITALIANA S.P.A.	05055530157	SI	05055530157	CR	124750	SOCIETA' PER AZIONI	Via Regona 3	26026	Pizzighettone	CR	Lombardia	1000000	24.44	Produzione di rame	Metallurgia	27/09/1990	Attiva	1320122500	2024	178	info@pec.cci.eu	SI	CCI COLATACONTINUAITALIANA S.P.A.	VIA REGONA 3, 26026 PIZZIGHETTONE CR	https://www.aziende.it/carlo-colombo-s-p-a	monitoraitalia.it
223	SIEMENS S.P.A.	00751160151	SI	00751160151	MI	1629493	Società per Azioni con Socio Unico	Via Vipiteno 4	20128	Milano	MI	Lombardia	65000000	46.5	Commercio all'ingrosso di apparecchiature ICT	Manifatturiero	23/01/1959	Attiva	1317427600	2024	1497	siemens_spa@pec.siemens.it	SI	SIEMENS SPA	VIA VIPITENO 4 20128 MILANO MI	https://www.aziende.it/siemens-s-p-a	monitoraitalia.it
224	GAZPROM ITALIA S.P.A.	10888880159	SI	10888880159	MI	1417540	SOCIETA' PER AZIONI	Via Boncompagni 60	20139	Milano	MI	Lombardia	516500	46.81	Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati	Petrolchimica	10/07/1993	Attiva	1299674000	2024	6	d.averkin@pec.gazpromitalia.it	SI	GAZPROM ITALIA SPA	VIA BONCOMPAGNI 60 20139 MILANO MI	https://www.aziende.it/gazprom-italia-s-p-a	monitoraitalia.it
225	YOOX S.P.A.	02050461207	SI	02050461207		1656860	SOCIETA' PER AZIONI	VIA MORIMONDO 17	20143	MILANO	MI	Lombardia	1384207	47125		Commercio	17/04/2000	Attiva	1293817000	2024			SI	YOOX S.P.A. CON SOCIO UNICO	VIA MORIMONDO N 17 20143 MILANO MI	https://www.ufficiocamerale.it/2171/yoox-net-a-porter-group-spa-o-in-forma-abbreviata-ynap-spa	monitoraitalia.it
226	TIGROS S.P.A.	04040240121	SI	04040240121	VA	397466	SOCIETA' PER AZIONI	Via Del Lavoro 45	21048	Solbiate Arno	VA	Lombardia	6500000	47.11.02	Commercio al dettaglio non specializzato con prevalenza di altri prodotti alimentari, bevande o tabacchi	Commercio	01/01/2025	Attiva	1291992000	2024		tigros.spa@pec.it	SI	TIGROS S.P.A.	VIA DEL LAVORO 45 21048 SOLBIATE ARNO VA	https://www.aziende.it/tigros-s-p-a	monitoraitalia.it
227	FINECOBANK BANCA FINECO S.P.A.	12962340159	SI	01392970404	MI	1598155	SOCIETA' PER AZIONI	Piazza Francesco Durante N 11	20131	Milano	MI	Lombardia	201923898	64.19.1	Intermediazione monetaria di istituti monetari diverse dalle Banche centrali	Finanza	20/06/1996	Attiva	1291200000	2024	1381	finecobankspa.pec@pec.finecobank.com	SI	FINECOBANK BANCA FINECO S.P.A.	PIAZZA FRANCESCO DURANTE N 11 20131 MILANO MI	https://www.aziende.it/finecobank-banca-fineco-s-p-a	monitoraitalia.it
228	AEROPORTI DI ROMA S.P.A. IN FORMA ABBREVIATA ADR S.P.A.	06572251004	SI	13032990155		971268	SOCIETA' PER AZIONI	VIA PIER PAOLO RACCHETTI 1	00054	FIUMICINO	RM	Lazio	62224743	5223		Trasporti	25/01/2000	Attiva	1289226000	2024			SI	'AEROPORTI DI ROMA S.P.A' IN FORMA ABBREVIATA 'ADR S.P.A'	VIA PIER PAOLO RACCHETTI 1 00054 FIUMICINO RM	https://www.ufficiocamerale.it/4681/aeroporti-di-roma-spa-in-forma-abbreviata-adr-spa	monitoraitalia.it
229	COCA-COLA HBC ITALIA S.R.L.	12363410155	SI	12363410155	MI	1551603	SOCIETA' A RESPONSABILITA' LIMITATA	Piazza Indro Montanelli 30	20099	Sesto San Giovanni	MI	Lombardia	172000000	11.07	Industria delle bibite analcoliche, delle acque minerali e di altre acque in bottiglia	Manifatturiero	12/04/1999	Attiva	1288484700	2024	2118	cchbci@legalmail.it	SI	COCA-COLA HBC ITALIA SRL	PIAZZA INDRO MONTANELLI 30, 20099 SESTO SAN GIOVANNI MI	https://www.aziende.it/coca-cola-hbc-italia-s-r-l	monitoraitalia.it
